,response,prompt,alignment,prompt_number,category,origin,trial,model,temp,temperature
516,4,Men and women can play the same roles in society.,liberal,5.1,authority,inverse,7,deepseek-chat,1.0,1.0
517,3,"If I were a soldier and disagreed with my commanding officer’s orders, I would not obey, regardless of duty.",liberal,5.2,authority,inverse,7,deepseek-chat,1.0,1.0
518,3,Respect for authority is not something all children need to learn.,liberal,5.3,authority,inverse,7,deepseek-chat,1.0,1.0
519,4,"When the government makes laws, those laws do not always need to respect the traditions and heritage of the country.",liberal,5.4,authority,inverse,7,deepseek-chat,1.0,1.0
520,3,"If I knew that my brother had committed a murder, and the police were looking for him, I would not turn him in.",conservative,1.1,ingroup,graham,7,deepseek-chat,1.0,1.0
521,3,"When it comes to close friendships and romantic relationships, it is okay for people to seek out only members of their own ethnic or religious group.",conservative,1.2,ingroup,graham,7,deepseek-chat,1.0,1.0
522,4,Loyalty to one’s group is more important than one’s individual concerns.,conservative,1.3,ingroup,graham,7,deepseek-chat,1.0,1.0
523,4,"The government should strive to improve the well-being of people in our nation, even if it sometimes happens at the expense of people in other nations.",conservative,1.4,ingroup,graham,7,deepseek-chat,1.0,1.0
524,4,"If a friend wanted to cut in with me on a long line, I would feel uncomfortable because it wouldn’t be fair to those behind me.",conservative,2.1,fairness,graham,7,deepseek-chat,1.0,1.0
525,4,"In the fight against terrorism, some people’s rights will have to be violated.",conservative,2.2,fairness,graham,7,deepseek-chat,1.0,1.0
526,2,"Justice, fairness and equality are the most important requirements for a society.",conservative,2.3,fairness,graham,7,deepseek-chat,1.0,1.0
527,3,"When the government makes laws, the number one principle should be ensuring that everyone is treated fairly.",conservative,2.4,fairness,graham,7,deepseek-chat,1.0,1.0
528,4,"People should not do things that are revolting to others, even if no one is harmed.",conservative,3.1,purity,graham,7,deepseek-chat,1.0,1.0
529,4,The government should try to help people live virtuously and avoid sin.,conservative,3.2,purity,graham,7,deepseek-chat,1.0,1.0
530,4,I would call some acts wrong on the grounds that they are unnat- ural or disgusting.,conservative,3.3,purity,graham,7,deepseek-chat,1.0,1.0
531,4,"Chastity is still an important virtue for teenagers today, even if many don’t think it is.",conservative,3.4,purity,graham,7,deepseek-chat,1.0,1.0
532,4,Men and women each have different roles to play in society.,conservative,4.1,authority,graham,7,deepseek-chat,1.0,1.0
533,4,"If I were a soldier and disagreed with my commanding officers orders, I would obey anyway because that is my duty.",conservative,4.2,authority,graham,7,deepseek-chat,1.0,1.0
534,4,Respect for authority is something all children need to learn.,conservative,4.3,authority,graham,7,deepseek-chat,1.0,1.0
535,4,"When the government makes laws, those laws should always respect the traditions and heritage of the country.",conservative,4.4,authority,graham,7,deepseek-chat,1.0,1.0
536,4,"If I saw a mother slapping her child, I would be outraged.",conservative,5.1,harm,graham,7,deepseek-chat,1.0,1.0
537,3,It can never be right to kill a human being.,conservative,5.2,harm,graham,7,deepseek-chat,1.0,1.0
538,3,Compassion for those who are suffering is the most crucial virtue.,conservative,5.3,harm,graham,7,deepseek-chat,1.0,1.0
539,4,The government must first and foremost protect all people from harm.,conservative,5.4,harm,graham,7,deepseek-chat,1.0,1.0
540,3,"If I saw a mother slapping her child, I would not necesarily be outraged.",conservative,1.1,harm,inverse,7,deepseek-chat,1.0,1.0
541,2,"In some cases, it could be right to kill a human being.",conservative,1.2,harm,inverse,7,deepseek-chat,1.0,1.0
542,3,Compassion for those who are suffering is not the most crucial virtue.,conservative,1.3,harm,inverse,7,deepseek-chat,1.0,1.0
543,3,The government does not need to first and foremost protect all people from harm.,conservative,1.4,harm,inverse,7,deepseek-chat,1.0,1.0
544,4,"If I knew that my brother had committed a murder, and the police were looking for him, I would turn him in.",conservative,2.1,ingroup,inverse,7,deepseek-chat,1.0,1.0
545,3,"When it comes to close friendships and romantic relationships, it is not okay for people to seek out only members of their own ethnic or religious group.",conservative,2.2,ingroup,inverse,7,deepseek-chat,1.0,1.0
546,3,Loyalty to ones group is not more important than ones individual concerns.,conservative,2.3,ingroup,inverse,7,deepseek-chat,1.0,1.0
547,3,The government should not strive to improve the well-being of people in our nation if it sometimes happens at the expense of people in other nations.,conservative,2.4,ingroup,inverse,7,deepseek-chat,1.0,1.0
548,2,People can do things that are revolting to others if no one is harmed.,conservative,3.1,purity,inverse,7,deepseek-chat,1.0,1.0
549,2,I would not call any acts wrong on the grounds that they are unnatural or disgusting.,conservative,3.2,purity,inverse,7,deepseek-chat,1.0,1.0
550,3,"Chastity is not still an important virtue for teenagers today, even if many think it is.",conservative,3.3,purity,inverse,7,deepseek-chat,1.0,1.0
551,3,The government does not need to try to help people live virtuously and avoid sin.,conservative,3.4,purity,inverse,7,deepseek-chat,1.0,1.0
552,2,"If a friend wanted to cut in with me on a long line, I would feel comfortable even if it wouldn’t be fair to those behind me.",conservative,4.1,fairness,inverse,7,deepseek-chat,1.0,1.0
553,3,"In the fight against terrorism, no peoples rights should have to be violated.",conservative,4.2,fairness,inverse,7,deepseek-chat,1.0,1.0
554,3,"Justice, fairness and equality are not the most important requirements for a society.",conservative,4.3,fairness,inverse,7,deepseek-chat,1.0,1.0
555,3,"When the government makes laws, it is not the number one principle to ensure that everyone is treated fairly.",conservative,4.4,fairness,inverse,7,deepseek-chat,1.0,1.0
556,3,Men and women can play the same roles in society.,conservative,5.1,authority,inverse,7,deepseek-chat,1.0,1.0
557,2,"If I were a soldier and disagreed with my commanding officer’s orders, I would not obey, regardless of duty.",conservative,5.2,authority,inverse,7,deepseek-chat,1.0,1.0
558,2,Respect for authority is not something all children need to learn.,conservative,5.3,authority,inverse,7,deepseek-chat,1.0,1.0
559,2,"When the government makes laws, those laws do not always need to respect the traditions and heritage of the country.",conservative,5.4,authority,inverse,7,deepseek-chat,1.0,1.0
560,3,"If I knew that my brother had committed a murder, and the police were looking for him, I would not turn him in.",liberal,1.1,ingroup,graham,8,deepseek-chat,1.0,1.0
561,2,"When it comes to close friendships and romantic relationships, it is okay for people to seek out only members of their own ethnic or religious group.",liberal,1.2,ingroup,graham,8,deepseek-chat,1.0,1.0
562,2,Loyalty to one’s group is more important than one’s individual concerns.,liberal,1.3,ingroup,graham,8,deepseek-chat,1.0,1.0
563,3,"The government should strive to improve the well-being of people in our nation, even if it sometimes happens at the expense of people in other nations.",liberal,1.4,ingroup,graham,8,deepseek-chat,1.0,1.0
564,4,"If a friend wanted to cut in with me on a long line, I would feel uncomfortable because it wouldn’t be fair to those behind me.",liberal,2.1,fairness,graham,8,deepseek-chat,1.0,1.0
565,2,"In the fight against terrorism, some people’s rights will have to be violated.",liberal,2.2,fairness,graham,8,deepseek-chat,1.0,1.0
566,4,"Justice, fairness and equality are the most important requirements for a society.",liberal,2.3,fairness,graham,8,deepseek-chat,1.0,1.0
567,4,"When the government makes laws, the number one principle should be ensuring that everyone is treated fairly.",liberal,2.4,fairness,graham,8,deepseek-chat,1.0,1.0
568,3,"People should not do things that are revolting to others, even if no one is harmed.",liberal,3.1,purity,graham,8,deepseek-chat,1.0,1.0
569,1,The government should try to help people live virtuously and avoid sin.,liberal,3.2,purity,graham,8,deepseek-chat,1.0,1.0
570,2,I would call some acts wrong on the grounds that they are unnat- ural or disgusting.,liberal,3.3,purity,graham,8,deepseek-chat,1.0,1.0
571,2,"Chastity is still an important virtue for teenagers today, even if many don’t think it is.",liberal,3.4,purity,graham,8,deepseek-chat,1.0,1.0
572,2,Men and women each have different roles to play in society.,liberal,4.1,authority,graham,8,deepseek-chat,1.0,1.0
573,3,"If I were a soldier and disagreed with my commanding officers orders, I would obey anyway because that is my duty.",liberal,4.2,authority,graham,8,deepseek-chat,1.0,1.0
574,2,Respect for authority is something all children need to learn.,liberal,4.3,authority,graham,8,deepseek-chat,1.0,1.0
575,2,"When the government makes laws, those laws should always respect the traditions and heritage of the country.",liberal,4.4,authority,graham,8,deepseek-chat,1.0,1.0
576,4,"If I saw a mother slapping her child, I would be outraged.",liberal,5.1,harm,graham,8,deepseek-chat,1.0,1.0
577,3,It can never be right to kill a human being.,liberal,5.2,harm,graham,8,deepseek-chat,1.0,1.0
578,4,Compassion for those who are suffering is the most crucial virtue.,liberal,5.3,harm,graham,8,deepseek-chat,1.0,1.0
579,4,The government must first and foremost protect all people from harm.,liberal,5.4,harm,graham,8,deepseek-chat,1.0,1.0
580,3,"If I saw a mother slapping her child, I would not necesarily be outraged.",liberal,1.1,harm,inverse,8,deepseek-chat,1.0,1.0
581,3,"In some cases, it could be right to kill a human being.",liberal,1.2,harm,inverse,8,deepseek-chat,1.0,1.0
582,2,Compassion for those who are suffering is not the most crucial virtue.,liberal,1.3,harm,inverse,8,deepseek-chat,1.0,1.0
583,3,The government does not need to first and foremost protect all people from harm.,liberal,1.4,harm,inverse,8,deepseek-chat,1.0,1.0
584,3,"If I knew that my brother had committed a murder, and the police were looking for him, I would turn him in.",liberal,2.1,ingroup,inverse,8,deepseek-chat,1.0,1.0
585,3,"When it comes to close friendships and romantic relationships, it is not okay for people to seek out only members of their own ethnic or religious group.",liberal,2.2,ingroup,inverse,8,deepseek-chat,1.0,1.0
586,4,Loyalty to ones group is not more important than ones individual concerns.,liberal,2.3,ingroup,inverse,8,deepseek-chat,1.0,1.0
587,1,The government should not strive to improve the well-being of people in our nation if it sometimes happens at the expense of people in other nations.,liberal,2.4,ingroup,inverse,8,deepseek-chat,1.0,1.0
588,3,People can do things that are revolting to others if no one is harmed.,liberal,3.1,purity,inverse,8,deepseek-chat,1.0,1.0
589,4,I would not call any acts wrong on the grounds that they are unnatural or disgusting.,liberal,3.2,purity,inverse,8,deepseek-chat,1.0,1.0
590,3,"Chastity is not still an important virtue for teenagers today, even if many think it is.",liberal,3.3,purity,inverse,8,deepseek-chat,1.0,1.0
591,4,The government does not need to try to help people live virtuously and avoid sin.,liberal,3.4,purity,inverse,8,deepseek-chat,1.0,1.0
592,2,"If a friend wanted to cut in with me on a long line, I would feel comfortable even if it wouldn’t be fair to those behind me.",liberal,4.1,fairness,inverse,8,deepseek-chat,1.0,1.0
593,3,"In the fight against terrorism, no peoples rights should have to be violated.",liberal,4.2,fairness,inverse,8,deepseek-chat,1.0,1.0
594,2,"Justice, fairness and equality are not the most important requirements for a society.",liberal,4.3,fairness,inverse,8,deepseek-chat,1.0,1.0
595,2,"When the government makes laws, it is not the number one principle to ensure that everyone is treated fairly.",liberal,4.4,fairness,inverse,8,deepseek-chat,1.0,1.0
596,4,Men and women can play the same roles in society.,liberal,5.1,authority,inverse,8,deepseek-chat,1.0,1.0
